U	v	Z1	Z2	T	P	vf	x1	x2	y1	y2
800.0	0.00418261	0.9651397724218261	0.034860227578173995	nan	nan	0	0.9651397724218261	0.034860227578173995	nan	nan
800.0	0.00418261	0.9530583789722772	0.046941621027722785	nan	nan	1	nan	nan	0.9530583789722772	0.046941621027722785
800.0	0.00418261	0.9403982648543229	0.05960173514567711	413.2090303011247	820640.0460753168	1	0.05550815590300799	0.9444918440969919	0.9403982648543229	0.05960173514567711
800.0	0.00418261	0.927116827031392	0.07288317296860798	407.0166360567443	807570.209098961	1	0.04092734328605809	0.9590726567139419	0.927116827031392	0.07288317296860798
800.0	0.00418261	0.9131671755923291	0.08683282440767112	401.2836600262768	795322.6806620159	1	0.030941513685654624	0.9690584863143453	0.9131671755923291	0.08683282440767112
800.0	0.00418261	0.8984975806358584	0.10150241936414162	395.95847330600964	783782.8346647762	1	0.023851194808820416	0.9761488051911796	0.8984975806358584	0.10150241936414162
800.0	0.00418261	0.8830508312474724	0.11694916875252763	390.99406973871805	772843.4457179817	1	0.018671234220270252	0.9813287657797297	0.8830508312474724	0.11694916875252763
800.0	0.00418261	0.8667634898253814	0.13323651017461854	386.3513216635334	762411.011354594	1	0.014799010088604831	0.985200989911395	0.8667634898253814	0.13323651017461854
800.0	0.00418261	0.8495650212656269	0.15043497873437298	381.99723886302405	752401.9158947107	1	0.011849035516844398	0.9881509644831556	0.8495650212656269	0.15043497873437298
800.0	0.00418261	0.8313767717996289	0.16862322820037112	377.9038736041992	742739.8175580215	1	0.009565659006420387	0.9904343409935796	0.8313767717996289	0.16862322820037112
800.0	0.00418261	0.812110766302886	0.18788923369711402	374.0473893383612	733353.2664091068	1	0.007774172145035038	0.9922258278549649	0.812110766302886	0.18788923369711402
800.0	0.00418261	0.7916682852772232	0.2083317147227767	370.40737490513226	724173.6984073676	1	0.006352127845335259	0.9936478721546648	0.7916682852772232	0.2083317147227767
800.0	0.00418261	0.7699381729338454	0.23006182706615466	366.9661987550945	715133.3578838987	1	0.005211819145005113	0.9947881808549949	0.7699381729338454	0.23006182706615466
800.0	0.00418261	0.7467948151684946	0.25320518483150534	363.70871818973933	706163.7565419802	1	0.004289249380654141	0.9957107506193459	0.7467948151684946	0.25320518483150534
800.0	0.00418261	0.7220957097616791	0.27790429023832103	360.6217966613499	697193.499418613	1	0.6188738438947117	0.3811261561052884	0.7220957097616791	0.27790429023832103
800.0	0.00418261	0.6956785295267891	0.30432147047321095	357.69414766113323	688146.475552818	1	0.5831859728135305	0.41681402718646954	0.6956785295267891	0.30432147047321095
800.0	0.00418261	0.66735755051062	0.33264244948938004	354.9159992100469	678939.2844524008	1	0.5462607095169411	0.45373929048305894	0.66735755051062	0.33264244948938004
