U	v	Z1	Z2	T	P	vf	x1	x2	y1	y2
18576.6	0.00418261	0.9651397724218261	0.034860227578173995	999.9786436392033	1999842.722907375	1	0.8537802792902662	0.14621972070973366	0.9651397724218261	0.034860227578173995
18576.6	0.00418261	0.9530583789722772	0.046941621027722785	950.6294810190243	1901208.4800951025	1	0.7869856914552255	0.21301430854477443	0.9530583789722772	0.046941621027722785
18576.6	0.00418261	0.9403982648543229	0.05960173514567711	907.2109938151045	1814342.5589679328	1	0.7133270762206714	0.28667292377932857	0.9403982648543229	0.05960173514567711
18576.6	0.00418261	0.927116827031392	0.07288317296860798	868.6658748805868	1737130.4963715961	1	0.6357996468784345	0.3642003531215656	0.927116827031392	0.07288317296860798
18576.6	0.00418261	0.9131671755923291	0.08683282440767112	833.9712690005088	1667521.7680929988	1	0.557436693585562	0.4425633064144379	0.9131671755923291	0.08683282440767112
18576.6	0.00418261	0.8984975806358584	0.10150241936414162	802.562162644792	1604381.0129115316	1	0.4812804019839682	0.5187195980160318	0.8984975806358584	0.10150241936414162
18576.6	0.00418261	0.8830508312474724	0.11694916875252763	773.9258749903642	1546674.483693553	1	0.4097601124961577	0.5902398875038423	0.8830508312474724	0.11694916875252763
18576.6	0.00418261	0.8667634898253814	0.13323651017461854	747.652174547632	1493570.846580124	1	0.3445631375925721	0.6554368624074279	0.8667634898253814	0.13323651017461854
18576.6	0.00418261	0.8495650212656269	0.15043497873437298	723.4103931811021	1444395.2778701568	1	0.28661733485406693	0.7133826651459331	0.8495650212656269	0.15043497873437298
18576.6	0.00418261	0.8313767717996289	0.16862322820037112	700.9290981575602	1398588.4911276365	1	0.23619237455568604	0.763807625444314	0.8313767717996289	0.16862322820037112
18576.6	0.00418261	0.812110766302886	0.18788923369711402	679.984546311556	1355683.2749363405	1	0.1930664071259511	0.8069335928740489	0.812110766302886	0.18788923369711402
18576.6	0.00418261	0.7916682852772232	0.2083317147227767	660.3894921835073	1315281.5473431204	1	0.15669706797932967	0.8433029320206704	0.7916682852772232	0.2083317147227767
18576.6	0.00418261	0.7699381729338454	0.23006182706615466	641.9871862336706	1277041.703781596	1	0.1263707142323741	0.8736292857676259	0.7699381729338454	0.23006182706615466
18576.6	0.00418261	0.7467948151684946	0.25320518483150534	624.6443378340654	1240663.6345774627	1	0.10131166823193581	0.8986883317680643	0.7467948151684946	0.25320518483150534
18576.6	0.00418261	0.7220957097616791	0.27790429023832103	608.2472752550531	1205879.9539165222	1	0.08075640919951942	0.9192435908004806	0.7220957097616791	0.27790429023832103
18576.6	0.00418261	0.6956785295267891	0.30432147047321095	592.698902769179	1172448.5362792197	1	0.06399704909251022	0.9360029509074899	0.6956785295267891	0.30432147047321095
18576.6	0.00418261	0.66735755051062	0.33264244948938004	577.9152555941765	1140143.822483941	1	0.05040212810286778	0.9495978718971323	0.66735755051062	0.33264244948938004
18576.6	0.00418261	0.6369192791046521	0.36308072089534793	563.8233806372655	1108750.30820427	1	0.03942348890276177	0.9605765110972382	0.6369192791046521	0.36308072089534793
18576.6	0.00418261	0.6041170603127803	0.3958829396872197	550.3601791290787	1078057.3468869594	1	0.03059450060126218	0.9694054993987379	0.6041170603127803	0.3958829396872197
18576.6	0.00418261	0.5686643790418372	0.4313356209581629	537.4700585689376	1047850.6141632063	1	0.023523039890398775	0.9764769601096012	0.5686643790418372	0.4313356209581629
18576.6	0.004016283157894737	0.9651397724218261	0.034860227578173995	999.9996044921521	2083233.6076320945	1	0.8537877181043492	0.14621228189565083	0.9651397724218261	0.034860227578173995
18576.6	0.004016283157894737	0.9530583789722772	0.046941621027722785	950.6536883537594	1980498.4576242773	1	0.7869984544061579	0.21300154559384216	0.9530583789722772	0.046941621027722785
