U	v	Z1	Z2	T	P	vf	x1	x2	y1	y2
-500.0	0.0014	0.6235544272184677	0.37644557278153246	389.10276841944864	2018018.5320700067	0.9494149026718505	0.02801521063527888	0.9719847893647214	0.6552849268649461	0.344715073135054
-500.0	0.0014	0.6177836598810238	0.38221634011897615	389.3425569793398	1604431.5096318193	0.6762563192971628	0.038315290593518965	0.9616847094064812	0.8951921178440942	0.10480788215590556
-500.0	0.0014	0.6119347486826411	0.388065251317359	389.53841079232495	1578096.130538358	0.6629356786896634	0.03887279355705627	0.9611272064429438	0.9033034970881743	0.09669650291182594
-500.0	0.0014	0.6060060955456386	0.39399390445436155	389.6811819582385	2022733.5369691316	0.9655322746402216	0.026895969092582038	0.9731040309074181	0.6266792613381422	0.37332073866185783
-500.0	0.0014	0.5999960585180263	0.40000394148197366	389.9378165626657	1528805.7563787836	0.6384474021732881	0.03991799942737478	0.9600820005726254	0.91716811773647	0.08283188226352987
-500.0	0.0014	0.5939029502574202	0.4060970497425797	390.08075787863027	2020173.778636119	0.9723036595734302	0.02622229488875903	0.973777705111241	0.6100734917645524	0.3899265082354476
-500.0	0.0014	0.5877250364516515	0.41227496354834847	390.2837543985689	2017685.4291214475	0.974870613355887	0.02589703126368445	0.9741029687363154	0.6022073615688874	0.3977926384311125
-500.0	0.0014	0.5814605341729678	0.4185394658270322	390.5520036715111	1460210.586692335	0.6051842276775947	0.04137558222412629	0.9586244177758738	0.9338062293700824	0.06619377062991758
-500.0	0.0014	0.5751076101625442	0.42489238983745564	390.69495341227736	2010739.7952928399	0.9787131918169464	0.02526026476464315	0.9747397352353567	0.5870666754630919	0.4129333245369079
-500.0	0.0014	0.5686643790418372	0.4313356209581629	390.9027512691447	2006403.3063493464	0.9800852831656343	0.024946113983836046	0.975053886016164	0.5797123923854605	0.4202876076145396
-500.0	0.0013580444444444444	0.6235544272184677	0.37644557278153246	390.0305298007445	1705346.684984263	0.6997650209602806	0.03812863570510308	0.9618713642948971	0.8747320296701093	0.1252679703298906
-500.0	0.0013580444444444444	0.6177836598810238	0.38221634011897615	390.169332057771	2068181.5482873223	0.9421787792840326	0.028804689749214952	0.9711953102507851	0.6539291173863748	0.3460708826136252
-500.0	0.0013580444444444444	0.6119347486826411	0.388065251317359	390.35489053004744	2071012.962376165	0.948620436193783	0.028390605875139308	0.9716093941248606	0.6435409026038259	0.3564590973961741
-500.0	0.0013580444444444444	0.6060060955456386	0.39399390445436155	390.5968060081614	1617017.551863249	0.6558312516054338	0.03997354578752161	0.9600264542124785	0.9030500587967824	0.09694994120321768
-500.0	0.0013580444444444444	0.5999960585180263	0.40000394148197366	390.7362505108225	2072030.1088606603	0.9583023656652551	0.027629633192861474	0.9723703668071384	0.6249008555463899	0.37509914445361003
-500.0	0.0013580444444444444	0.5939029502574202	0.4060970497425797	390.9887559777843	1565413.7557383627	0.6310544267449852	0.04105265855551371	0.9589473414444863	0.9171265252004873	0.08287347479951251
-500.0	0.0013580444444444444	0.5877250364516515	0.41227496354834847	391.18804703911616	1540888.1709590286	0.6194672786300999	0.041565579515278374	0.9584344204847215	0.9232254762965244	0.07677452370347579
-500.0	0.0013580444444444444	0.5814605341729678	0.4185394658270322	391.3278139215492	2065661.7504800418	0.9674840915589406	0.026580830875374547	0.9734191691246254	0.6001093344846654	0.3998906655153347
-500.0	0.0013580444444444444	0.5751076101625442	0.42489238983745564	391.59199352531914	1493568.6080058266	0.5974117997310847	0.042555595250089825	0.95744440474991	0.9339876278148533	0.06601237218514637
-500.0	0.0013580444444444444	0.5686643790418372	0.4313356209581629	391.7962248377091	1470543.6962307624	0.5868105515150216	0.04303786558768495	0.9569621344123151	0.9387724635718128	0.06122753642818717
-500.0	0.001316088888888889	0.6235544272184677	0.37644557278153246	390.90750241412957	2107216.4077425995	0.9157763589330881	0.030660795592468534	0.9693392044075315	0.6780826533883405	0.32191734661165955
-500.0	0.001316088888888889	0.6177836598810238	0.38221634011897615	391.121090493953	1751601.7070653161	0.6934999854171425	0.03919494186148643	0.9608050581385134	0.8734973646243569	0.12650263537564302
-500.0	0.001316088888888889	0.6119347486826411	0.388065251317359	391.25596851450604	2120537.7753283554	0.9342355499165903	0.02965219388176001	0.9703478061182399	0.6529238675542808	0.3470761324457193
-500.0	0.001316088888888889	0.6060060955456386	0.39399390445436155	391.4370972958295	2123192.59526764	0.9407594586569317	0.029215399975387395	0.9707846000246125	0.6423271686242004	0.3576728313757998
-500.0	0.001316088888888889	0.5999960585180263	0.40000394148197366	391.6741536632374	1658702.830737597	0.6488057216966597	0.04111243447798484	0.9588875655220152	0.902516095621004	0.09748390437899598
-500.0	0.001316088888888889	0.5939029502574202	0.4060970497425797	391.80993676155816	2123577.126938653	0.9504866429240617	0.028413749074194965	0.971586250925805	0.6233607747825873	0.3766392252174127
-500.0	0.001316088888888889	0.5877250364516515	0.41227496354834847	392.0007197177156	2121923.4167498336	0.9541187076765055	0.028036330756132138	0.9719636692438678	0.6146391310077777	0.38536086899222227
-500.0	0.001316088888888889	0.5814605341729678	0.4185394658270322	392.2529827597628	1578756.5830927033	0.6119357906326037	0.042759674635051495	0.9572403253649485	0.9230821983119573	0.07691780168804273
-500.0	0.001316088888888889	0.5751076101625442	0.42489238983745564	392.389224892007	2115831.847001092	0.9595676416468513	0.02730963266693615	0.9726903673330636	0.5981896349932481	0.4018103650067519
-500.0	0.001316088888888889	0.5686643790418372	0.4313356209581629	392.6488542529937	1529066.9252832418	0.5895946202377714	0.043782249575515665	0.9562177504244844	0.9340246490985088	0.06597535090149143
-500.0	0.0012741333333333334	0.6235544272184677	0.37644557278153246	391.89615916107385	1885880.0288235939	0.7291205479978279	0.03856267006281805	0.9614373299371818	0.8408878257068917	0.1591121742931083
-500.0	0.0012741333333333334	0.6177836598810238	0.38221634011897615	392.02597835975257	2161458.529646989	0.9064241614415834	0.03163983010346698	0.9683601698965327	0.6782949554979066	0.3217050445020935
-500.0	0.0012741333333333334	0.6119347486826411	0.388065251317359	392.23321312242234	1801626.7968523018	0.6875321020918183	0.04028919299809927	0.9597108070019008	0.8717348141484553	0.12826518585154478
-500.0	0.0012741333333333334	0.6060060955456386	0.39399390445436155	392.3637424156696	2175252.9377458133	0.9255212035835466	0.030564550729441586	0.9694354492705584	0.652313185539894	0.3476868144601061
-500.0	0.0012741333333333334	0.5999960585180263	0.40000394148197366	392.5398632682528	2177784.4320690357	0.9321891789784429	0.030101574296120974	0.9698984257038791	0.6414522497528292	0.3585477502471709
-500.0	0.0012741333333333334	0.5939029502574202	0.4060970497425797	392.77138330800614	1703467.5638538778	0.6418712804821535	0.04229084718175918	0.9577091528182408	0.9016720344212122	0.09832796557878762
-500.0	0.0012741333333333334	0.5877250364516515	0.41227496354834847	392.90312597078116	2177564.3225094453	0.9420411899774596	0.029253844983986362	0.9707461550160137	0.6220848139578884	0.37791518604211144
-500.0	0.0012741333333333334	0.5814605341729678	0.4185394658270322	393.08928233585647	2175487.8015765906	0.9456834640978964	0.028855242916820335	0.9711447570831797	0.6132001238789583	0.38679987612104183
-500.0	0.0012741333333333334	0.5751076101625442	0.42489238983745564	393.3363621476485	1619245.7793657759	0.6043993396123896	0.04399988683967003	0.9560001131603297	0.9227363256707939	0.07726367432920613
-500.0	0.0012741333333333334	0.5686643790418372	0.4313356209581629	393.4687282453039	2168384.257578997	0.9510856818592393	0.028088181482232136	0.9719118185177678	0.5964662023802593	0.40353379761974073
-500.0	0.0012321777777777776	0.6235544272184677	0.37644557278153246	392.8902450088264	2012401.9856383123	0.7592306036931222	0.038204985899458255	0.9617950141005418	0.8091821283798806	0.19081787162011946
-500.0	0.0012321777777777776	0.6177836598810238	0.38221634011897615	393.043638962867	1946749.264927965	0.7254692550473437	0.03956276251121639	0.9604372374887833	0.8365929513812782	0.1634070486187218
-500.0	0.0012321777777777776	0.6119347486826411	0.388065251317359	393.1683168751241	2217835.7250502068	0.8959339858689988	0.03270578654413156	0.9672942134558686	0.6792143142641672	0.320785685735833
-500.0	0.0012321777777777776	0.6060060955456386	0.39399390445436155	393.3681720006064	1855935.6900186029	0.6819191353205171	0.04140994126083277	0.9585900587391674	0.8693617100866674	0.1306382899133327
-500.0	0.0012321777777777776	0.5999960585180263	0.40000394148197366	393.53802021531294	1818531.821558334	0.6647805485139031	0.042165583146670606	0.9578344168533295	0.8812853146405731	0.11871468535942672
-500.0	0.0012321777777777776	0.5939029502574202	0.4060970497425797	393.6643091071333	2234982.918712215	0.9228429235275688	0.03105651761956146	0.9689434823804384	0.6409614302415029	0.35903856975849713
-500.0	0.0012321777777777776	0.5877250364516515	0.41227496354834847	393.88953702999294	1751683.970482658	0.6350454717504174	0.043510005927020645	0.9564899940729793	0.9004801832350728	0.09951981676492702
-500.0	0.0012321777777777776	0.5814605341729678	0.4185394658270322	394.0701541025399	1720887.5422453822	0.6216740115811765	0.044126744974899455	0.9558732550251007	0.9084604298130419	0.09153957018695816
-500.0	0.0012321777777777776	0.5751076101625442	0.42489238983745564	394.1977815918824	2231696.5546638896	0.9365981591188052	0.029733926369066625	0.9702660736309332	0.6120259995315745	0.3879740004684253
-500.0	0.0012321777777777776	0.5686643790418372	0.4313356209581629	394.43904812794807	1662653.9764811192	0.5968622749903256	0.045288637413167854	0.9547113625868322	0.9221672131903897	0.07783278680961027
-500.0	0.001190222222222222	0.6235544272184677	0.37644557278153246	393.7736169592928	2167333.1778076906	0.8037297204745212	0.03759602409073573	0.9624039759092643	0.7666450914585352	0.23335490854146482
