U	v	Z1	Z2	T	P	vf	c
19556.384210526317	0.0021801750526315787	0.812110766302886	0.18788923369711402	695.7045633214074	2671124.7960835462	1	412.496423369879
19556.384210526317	0.0021801750526315787	0.7916682852772232	0.2083317147227767	675.4445971258178	2588782.198577499	1	398.71359265296775
19556.384210526317	0.0021801750526315787	0.7699381729338454	0.23006182706615466	656.4361625607957	2510485.2686096425	1	385.3411239589855
19556.384210526317	0.0021801750526315787	0.7467948151684946	0.25320518483150534	638.5408230518377	2435584.352051184	1	372.3049282258002
19556.384210526317	0.0021801750526315787	0.7220957097616791	0.27790429023832103	621.6402606555868	2363485.100869678	1	359.53658932512013
19556.384210526317	0.0021801750526315787	0.6956785295267891	0.30432147047321095	605.6338496655288	2293634.5917211454	1	346.9716739128542
19556.384210526317	0.0021801750526315787	0.66735755051062	0.33264244948938004	590.4340894164789	2225497.487997581	1	334.54732264286264
19556.384210526317	0.0021801750526315787	0.6369192791046521	0.36308072089534793	575.9661993891193	2158547.217423713	1	322.20093265580937
19556.384210526317	0.0021801750526315787	0.6041170603127803	0.3958829396872197	562.1652485090684	2092245.0318912142	1	309.8678523840103
19556.384210526317	0.0021801750526315787	0.5686643790418372	0.4313356209581629	548.9749960671443	2026023.0793321815	1	297.4792107500565
19556.384210526317	0.002070262578947368	0.9651397724218261	0.034860227578173995	1028.5752459245991	4182469.4621215877	1	601.1942237360707
19556.384210526317	0.002070262578947368	0.9530583789722772	0.046941621027722785	977.0680374651175	3973461.092067455	1	574.9300686388499
19556.384210526317	0.002070262578947368	0.9403982648543229	0.05960173514567711	931.8172878527806	3789514.3105894905	1	551.2775973060737
19556.384210526317	0.002070262578947368	0.927116827031392	0.07288317296860798	891.60261602841	3625667.850604474	1	529.698332238054
19556.384210526317	0.002070262578947368	0.9131671755923291	0.08683282440767112	855.5224656668088	3478245.027185246	1	509.7991427897322
19556.384210526317	0.002070262578947368	0.8984975806358584	0.10150241936414162	822.8875747972926	3344422.0605937755	1	491.28482007163024
19556.384210526317	0.002070262578947368	0.8830508312474724	0.11694916875252763	793.1587508094868	3221975.6649896028	1	473.9249924160759
19556.384210526317	0.002070262578947368	0.8667634898253814	0.13323651017461854	765.9061841284489	3109117.5435950453	1	457.53464680715445
19556.384210526317	0.002070262578947368	0.8495650212656269	0.15043497873437298	740.783142016301	3004386.9382517883	1	441.9621070797757
19556.384210526317	0.002070262578947368	0.8313767717996289	0.16862322820037112	717.5057945577989	2906567.5440981635	1	427.0803961155943
19556.384210526317	0.002070262578947368	0.812110766302886	0.18788923369711402	695.8402774076299	2814633.5337100355	1	412.7815338586672
19556.384210526317	0.002070262578947368	0.7916682852772232	0.2083317147227767	675.5911501780473	2727700.5720189507	1	398.97170689178705
19556.384210526317	0.002070262578947368	0.7699381729338454	0.23006182706615466	656.5942650688562	2644994.340716911	1	385.567984939091
19556.384210526317	0.002070262578947368	0.7467948151684946	0.25320518483150534	638.7112744450526	2565825.0636019255	1	372.49566280752083
19556.384210526317	0.002070262578947368	0.7220957097616791	0.27790429023832103	621.8239583939322	2489560.23614062	1	359.68559950976646
19556.384210526317	0.002070262578947368	0.6956785295267891	0.30432147047321095	605.8319083291191	2415610.26717178	1	347.072535860541
19556.384210526317	0.002070262578947368	0.66735755051062	0.33264244948938004	590.6474991357366	2343401.1190704773	1	334.5925088933296
19556.384210526317	0.002070262578947368	0.6369192791046521	0.36308072089534793	576.1962444666174	2272367.9316332927	1	322.1817190041519
19556.384210526317	0.002070262578947368	0.6041170603127803	0.3958829396872197	562.4133642461248	2201930.137439774	1	309.77398957156447
19556.384210526317	0.002070262578947368	0.5686643790418372	0.4313356209581629	549.2427550969568	2131473.6325314664	1	297.2985447666354
19556.384210526317	0.0019603501052631576	0.9651397724218261	0.034860227578173995	1028.6269487395864	4420310.538754517	1	601.6499273261592
19556.384210526317	0.0019603501052631576	0.9530583789722772	0.046941621027722785	977.1297935712425	4199502.994252302	1	575.3805845146143
19556.384210526317	0.0019603501052631576	0.9403982648543229	0.05960173514567711	931.8884927710251	4005156.8989325576	1	551.7216577881914
19556.384210526317	0.0019603501052631576	0.927116827031392	0.07288317296860798	891.6829420831803	3832030.5522839376	1	530.1345088186729
19556.384210526317	0.0019603501052631576	0.9131671755923291	0.08683282440767112	855.6119308497457	3676239.4518304905	1	510.2258167439713
19556.384210526317	0.0019603501052631576	0.8984975806358584	0.10150241936414162	822.9860891616744	3534797.9169099606	1	491.7000555949087
19556.384210526317	0.0019603501052631576	0.8830508312474724	0.11694916875252763	793.266652160632	3405356.6775400303	1	474.3266755261758
19556.384210526317	0.0019603501052631576	0.8667634898253814	0.13323651017461854	766.0241948302358	3286025.4683453487	1	457.9204500560201
19556.384210526317	0.0019603501052631576	0.8495650212656269	0.15043497873437298	740.9113574245039	3175255.2098293793	1	442.3291633091042
19556.384210526317	0.0019603501052631576	0.8313767717996289	0.16862322820037112	717.6450405499946	3071760.5166554255	1	427.4256470153269
19556.384210526317	0.0019603501052631576	0.812110766302886	0.18788923369711402	695.9908446550913	2974451.1021680385	1	413.10130862434335
19556.384210526317	0.0019603501052631576	0.7916682852772232	0.2083317147227767	675.7537305354818	2882389.577711939	1	399.26192886520624
19556.384210526317	0.0019603501052631576	0.7699381729338454	0.23006182706615466	656.769641378613	2794752.600007654	1	385.8240011675184
19556.384210526317	0.0019603501052631576	0.7467948151684946	0.25320518483150534	638.9003277742783	2710805.1948470497	1	372.7121485251108
19556.384210526317	0.0019603501052631576	0.7220957097616791	0.27790429023832103	622.0279066917988	2629872.778745689	1	359.85650852325784
19556.384210526317	0.0019603501052631576	0.6956785295267891	0.30432147047321095	606.051488804789	2551321.0128464857	1	347.19070446025705
19556.384210526317	0.0019603501052631576	0.66735755051062	0.33264244948938004	590.8841102612816	2474535.3647623635	1	334.6498086031241
19556.384210526317	0.0019603501052631576	0.6369192791046521	0.36308072089534793	576.4512546551158	2398905.7818451454	1	322.16860792508135
19556.384210526317	0.0019603501052631576	0.6041170603127803	0.3958829396872197	562.6883329199705	2323803.996242744	1	309.67926552346756
19556.384210526317	0.0019603501052631576	0.5686643790418372	0.4313356209581629	549.5394521991414	2248563.165598846	1	297.1089379897832
19556.384210526317	0.001850437631578947	0.9651397724218261	0.034860227578173995	1028.6846177492262	4686832.824359889	1	602.1605730837769
19556.384210526317	0.001850437631578947	0.9530583789722772	0.046941621027722785	977.1985551072854	4452814.180768717	1	575.8854726683954
19556.384210526317	0.001850437631578947	0.9403982648543229	0.05960173514567711	931.9677860629461	4246823.144232198	1	552.2194281762338
19556.384210526317	0.001850437631578947	0.927116827031392	0.07288317296860798	891.7725336126202	4063304.0811657985	1	530.6236298678713
19556.384210526317	0.001850437631578947	0.9131671755923291	0.08683282440767112	855.7117653396894	3898138.838730553	1	510.70448939091693
19556.384210526317	0.001850437631578947	0.8984975806358584	0.10150241936414162	823.0964477008515	3748162.2838459024	1	492.1662609446631
19556.384210526317	0.001850437631578947	0.8830508312474724	0.11694916875252763	793.3874846283067	3610880.328092132	1	474.77796974976104
19556.384210526317	0.001850437631578947	0.8667634898253814	0.13323651017461854	766.1559196012507	3484288.6166737573	1	458.35416628955045
19556.384210526317	0.001850437631578947	0.8495650212656269	0.15043497873437298	741.054787363997	3366743.5706681684	1	442.7423551180927
19556.384210526317	0.001850437631578947	0.8313767717996289	0.16862322820037112	717.8004214630015	3256876.037497532	1	427.81476165614384
19556.384210526317	0.001850437631578947	0.812110766302886	0.18788923369711402	696.1588476931462	3153527.5644926187	1	413.4624161379746
19556.384210526317	0.001850437631578947	0.7916682852772232	0.2083317147227767	675.9351215262483	3055699.4086865466	1	399.5905547135726
19556.384210526317	0.001850437631578947	0.7699381729338454	0.23006182706615466	656.9652873958321	2962512.7686110805	1	386.11504024825916
19556.384210526317	0.001850437631578947	0.7467948151684946	0.25320518483150534	639.1112048732916	2873181.3987150625	1	372.95976066582455
19556.384210526317	0.001850437631578947	0.7220957097616791	0.27790429023832103	622.2551098495375	2786981.729315524	1	360.05398864008146
19556.384210526317	0.001850437631578947	0.6956785295267891	0.30432147047321095	606.2963112394256	2703231.564747882	1	347.3303415565816
19556.384210526317	0.001850437631578947	0.66735755051062	0.33264244948938004	591.1478772547615	2621266.8856029804	1	334.72262637500216
19556.384210526317	0.001850437631578947	0.6369192791046521	0.36308072089534793	576.7355027981097	2540426.8233962706	1	322.164154004923
19556.384210526317	0.001850437631578947	0.6041170603127803	0.3958829396872197	562.9947664660501	2460027.966001834	1	309.5852520356221
19556.384210526317	0.001850437631578947	0.5686643790418372	0.4313356209581629	549.8700083030058	2379342.5920803165	1	296.91080408575107
19556.384210526317	0.0017405251578947367	0.9651397724218261	0.034860227578173995	1028.750092637387	4987560.808022854	1	602.7369413174464
19556.384210526317	0.0017405251578947367	0.9530583789722772	0.046941621027722785	977.2757971670231	4738646.9909300385	1	576.45526661359
